move,-0.0078611373901367,-0.9847574234008788,-0.010416030883789,-4.010639190673828
register-radiation,-0.010416030883789,-4.010639190673828,,
inspect,-0.010416030883789,-4.010639190673828,object1,
move,-0.010416030883789,-4.010639190673828,-0.0078611373901367,-0.9847574234008788
register-radiation,-0.0078611373901367,-0.9847574234008788,,
move,-0.0078611373901367,-0.9847574234008788,-0.0213308334350585,-3.010516166687012
register-radiation,-0.0213308334350585,-3.010516166687012,,
move,-0.0213308334350585,-3.010516166687012,0.023655891418457,-4.975879669189453
register-radiation,0.023655891418457,-4.975879669189453,,
move,0.023655891418457,-4.975879669189453,-0.0855283737182617,-2.0470895767211914
register-radiation,-0.0855283737182617,-2.0470895767211914,,
move,-0.0855283737182617,-2.0470895767211914,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.0940732955932617,-5.762591361999512
register-radiation,-0.0940732955932617,-5.762591361999512,,
move,-0.0940732955932617,-5.762591361999512,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.0810909271240234,-8.345015525817871
register-radiation,-0.0810909271240234,-8.345015525817871,,
move,-0.0810909271240234,-8.345015525817871,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.2073278427124023,-7.102699279785156
register-radiation,-0.2073278427124023,-7.102699279785156,,
move,-0.2073278427124023,-7.102699279785156,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.175724983215332,-3.05061149597168
register-radiation,-1.175724983215332,-3.05061149597168,,
move,-1.175724983215332,-3.05061149597168,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.2670660018920898,-4.158780097961426
register-radiation,-1.2670660018920898,-4.158780097961426,,
inspect,-1.2670660018920898,-4.158780097961426,object3,
move,-1.2670660018920898,-4.158780097961426,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.8202133178710935,-2.975918769836426
register-radiation,-1.8202133178710935,-2.975918769836426,,
move,-1.8202133178710935,-2.975918769836426,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.7112255096435547,-9.339797973632812
move,-0.7112255096435547,-9.339797973632812,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.330887794494629,-5.03082275390625
register-radiation,-1.330887794494629,-5.03082275390625,,
move,-1.330887794494629,-5.03082275390625,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.7112255096435547,-9.339797973632812
register-radiation,-0.7112255096435547,-9.339797973632812,,
move,-0.7112255096435547,-9.339797973632812,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.9256105422973632,-9.107548713684082
move,-0.9256105422973632,-9.107548713684082,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.3065519332885742,-6.637836456298828
move,-1.3065519332885742,-6.637836456298828,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-2.5858850479125977,-3.393125534057617
move,-2.5858850479125977,-3.393125534057617,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-0.9256105422973632,-9.107548713684082
register-radiation,-0.9256105422973632,-9.107548713684082,,
move,-0.9256105422973632,-9.107548713684082,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.3065519332885742,-6.637836456298828
register-radiation,-1.3065519332885742,-6.637836456298828,,
move,-1.3065519332885742,-6.637836456298828,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-2.5858850479125977,-3.393125534057617
register-radiation,-2.5858850479125977,-3.393125534057617,,
move,-2.5858850479125977,-3.393125534057617,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.4557132720947266,-8.359051704406738
move,-1.4557132720947266,-8.359051704406738,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-2.6054906845092773,-4.204794883728027
move,-2.6054906845092773,-4.204794883728027,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.4557132720947266,-8.359051704406738
inspect,-1.4557132720947266,-8.359051704406738,object2,
move,-1.4557132720947266,-8.359051704406738,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-2.6054906845092773,-4.204794883728027
register-radiation,-2.6054906845092773,-4.204794883728027,,
move,-2.6054906845092773,-4.204794883728027,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-1.4557132720947266,-8.359051704406738
register-radiation,-1.4557132720947266,-8.359051704406738,,
move,-1.4557132720947266,-8.359051704406738,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-2.742687225341797,-5.9219465255737305
move,-2.742687225341797,-5.9219465255737305,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-2.742687225341797,-5.9219465255737305
register-radiation,-2.742687225341797,-5.9219465255737305,,
move,-2.742687225341797,-5.9219465255737305,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-3.02841854095459,-7.939396858215332
move,-3.02841854095459,-7.939396858215332,-3.2291698455810547,-8.889455795288086
move,-3.2291698455810547,-8.889455795288086,0.023655891418457,-4.975879669189453
move,0.023655891418457,-4.975879669189453,-3.02841854095459,-7.939396858215332
register-radiation,-3.02841854095459,-7.939396858215332,,
move,-3.02841854095459,-7.939396858215332,-3.2291698455810547,-8.889455795288086
register-radiation,-3.2291698455810547,-8.889455795288086,,
move,-3.2291698455810547,-8.889455795288086,-0.0078611373901367,-0.9847574234008788
